Unique_ID,Dependent_Variable
Candidate_14210,0.2666466986211863
Candidate_54019,0.17390087468366033
Candidate_21176,0.398908312928839
Candidate_42170,0.2117015549451635
Candidate_6825,0.31740357581482165
Candidate_3041,0.17239976856849815
Candidate_20686,0.058292759283504525
Candidate_36641,0.33938281714397966
Candidate_9642,0.07510097311927155
Candidate_12456,0.28398189295794984
Candidate_49195,0.04219375748863605
Candidate_14330,0.008603036241294307
Candidate_39917,0.7655025341419587
Candidate_33093,0.26951898307812405
Candidate_41094,0.2666886262630454
Candidate_4510,0.07144507169945359
Candidate_39242,0.31180475292518034
Candidate_33292,0.03062839109636692
Candidate_38319,0.7513657446975671
Candidate_26128,0.0911171852518764
Candidate_6466,0.5593918300941447
Candidate_15816,0.2633989514270859
Candidate_9883,0.3729863139915751
Candidate_40472,0.26969623762267964
Candidate_15348,0.3944128505089356
Candidate_35662,0.17121188678575983
Candidate_46351,0.07671155798409907
Candidate_40235,0.05681689190508129
Candidate_9825,0.46051429433635327
Candidate_48150,0.04362766813231422
Candidate_31113,0.429595173285155
Candidate_17024,0.22183439356276155
Candidate_1364,0.4609835349494735
Candidate_23393,0.32125391660653885
Candidate_34592,0.17056681634391754
Candidate_38424,0.09453979640117706
Candidate_49610,0.11334379673104088
Candidate_51850,0.3190628219507717
Candidate_4703,0.23367689105601513
Candidate_17422,0.29522472679463513
Candidate_41252,0.062101071791669085
Candidate_42649,0.43333445653100466
Candidate_14500,0.28974342642162426
Candidate_3485,0.1265889196923246
Candidate_3829,0.11217512869813301
Candidate_19581,0.49911666236464325
Candidate_8456,0.6086037101610494
Candidate_33351,0.36009467918505644
Candidate_33871,0.12309454271438772
Candidate_22143,0.04023269803963892
Candidate_18169,0.10139842303935448
Candidate_13548,0.1713694097541692
Candidate_408,0.6670251278877103
Candidate_40242,0.1168321242596104
Candidate_6570,0.48790918453911875
Candidate_38676,0.1472786498697205
Candidate_36447,0.33645943731056027
Candidate_45291,0.23859775146418516
Candidate_17306,0.43022741569356215
Candidate_27886,0.1981602554574995
Candidate_41839,0.14816637128056667
Candidate_12276,0.15283909286266792
Candidate_51518,0.4921656665143331
Candidate_36871,0.006011505045514425
Candidate_52832,0.5052405634261873
Candidate_51986,0.07149529157334322
Candidate_37465,0.036458728847813746
Candidate_10512,0.8126722265006334
Candidate_30064,0.058417106144972746
Candidate_8838,0.6832483023521408
Candidate_28481,0.450505337921998
Candidate_1639,0.6452322504092916
Candidate_29591,0.0745721623614223
Candidate_1066,0.16524581844964692
Candidate_54808,0.5532805347978916
Candidate_1935,0.42977742510150857
Candidate_2701,0.4931394318624336
Candidate_37246,0.07775936089793023
Candidate_30946,0.07136025210658949
Candidate_28990,0.009824898652058142
Candidate_3293,0.713132071170959
Candidate_38234,0.30166323028385755
Candidate_24978,0.1080525419455584
Candidate_12804,0.13375718752812968
Candidate_41426,0.2400472607906479
Candidate_17017,0.0889010622295744
Candidate_14809,0.518724825617222
Candidate_30034,0.038201275299340934
Candidate_12496,0.5838457269392815
Candidate_44235,0.2223562551627094
Candidate_9565,0.6928956753242622
Candidate_19089,0.1711897180965349
Candidate_27736,0.20081546577205078
Candidate_50306,0.44317557335840174
Candidate_1774,0.8096956890522364
Candidate_47578,0.1859054461418735
Candidate_23074,0.017972008358269786
Candidate_14331,0.15519592006131908
Candidate_22187,0.09057665731225961
Candidate_12472,0.5040870128361526
Candidate_13061,0.7953675525746554
Candidate_29130,0.09653954979193419
Candidate_12748,0.09399722968568977
Candidate_18308,0.10125097228151916
Candidate_2634,0.43076646077530717
Candidate_14937,0.06632197351539565
Candidate_30183,0.04131445236952448
Candidate_47288,0.20930624114887605
Candidate_29605,0.06389524208040077
Candidate_46912,0.02692125735569371
Candidate_48938,0.06599063952560545
Candidate_45902,0.04291858963883937
Candidate_21321,0.5172723617994044
Candidate_6132,0.07028699198049633
Candidate_21653,0.06585966942213424
Candidate_9009,0.2557985964761149
Candidate_21824,0.00993838777704672
Candidate_31843,0.2559777448076148
Candidate_11218,0.31883981172800224
Candidate_44673,0.2473377023759319
Candidate_37221,0.22518310030362884
Candidate_51947,0.2274005343258708
Candidate_54358,0.5597150255757676
Candidate_28117,0.19809339397000386
Candidate_28563,0.10640062310813055
Candidate_49156,0.343786116644055
Candidate_37387,0.7581043172725074
Candidate_45424,0.47548628166185053
Candidate_50229,0.2334966484640579
Candidate_14557,0.15801264686696717
Candidate_7517,0.6393311901446883
Candidate_6543,0.1254676237481563
Candidate_47891,0.049816763427415825
Candidate_46760,0.07953428704430228
Candidate_22423,0.059935651281947944
Candidate_26412,0.5335641809956206
Candidate_41912,0.06000797165271435
Candidate_25328,0.23976034803374074
Candidate_48274,0.11897686446410895
Candidate_10588,0.6807511286767446
Candidate_46683,0.15162534133066669
Candidate_34541,0.5478628828404873
Candidate_31299,0.26424929819501414
Candidate_1408,0.4954162095385773
Candidate_21597,0.07392107266876508
Candidate_17197,0.1428702609107452
Candidate_51790,0.3749669886342828
Candidate_29588,0.1123611523367702
Candidate_42830,0.2788174547621233
Candidate_3637,0.4233707506847214
Candidate_6273,0.1146502901520621
Candidate_4947,0.1888090836162981
Candidate_54361,0.44692684927325044
Candidate_11655,0.1463233896704985
Candidate_37203,0.3337691919402654
Candidate_45041,0.138580172576533
Candidate_9262,0.14045581579074926
Candidate_44912,0.14312411715757833
Candidate_35386,0.18751848093215706
Candidate_1586,0.47085439638281895
Candidate_240,0.7188764626274091
Candidate_834,0.6907692797845486
Candidate_17580,0.17430061999625687
Candidate_26731,0.28694258558097835
Candidate_4158,0.1868496877204616
Candidate_24617,0.05377907803090137
Candidate_46753,0.6101137759192364
Candidate_43459,0.1941541139286187
Candidate_50873,0.3174513398242939
Candidate_28435,0.20354841924352324
Candidate_44032,0.2209720939115752
Candidate_31089,0.12826069080175623
Candidate_5720,0.14106283927749416
Candidate_27545,0.3576296663301834
Candidate_3422,0.367305050533524
Candidate_1654,0.823441421462246
Candidate_10971,0.3849000469459266
Candidate_18736,0.1019092959411973
Candidate_7612,0.23009803426460948
Candidate_2623,0.7719807397806427
Candidate_26377,0.483391096588305
Candidate_46238,0.3295157027195177
Candidate_44949,0.10105314771935503
Candidate_16734,0.24223824573731453
Candidate_47046,0.19616197862321724
Candidate_20787,0.2572739177698484
Candidate_13253,0.581536683617102
Candidate_48912,0.24573377566333787
Candidate_13957,0.35563422214001755
Candidate_11347,0.20444691523304817
Candidate_10209,0.3631101465100643
Candidate_20978,0.09070269502026523
Candidate_7934,0.11559987591444622
Candidate_26097,0.1516747655003089
Candidate_18743,0.09371536279579593
Candidate_39711,0.06077215459670533
Candidate_2758,0.2602414593484648
Candidate_10665,0.09143697732268245
Candidate_6542,0.05852283110646785
Candidate_9062,0.2761705330397095
Candidate_11334,0.2678822084641098
Candidate_10781,0.638977237576715
Candidate_18033,0.47729764718424716
Candidate_35270,0.07702362125113077
Candidate_10925,0.1799161257649089
Candidate_36351,0.3521294929190957
Candidate_7604,0.27166608080373406
Candidate_26953,0.238301485746385
Candidate_9494,0.38820652272611134
Candidate_34499,0.119683890485275
Candidate_20050,0.7641249277393454
Candidate_44843,0.10558343488237329
Candidate_21136,0.6198461614134338
Candidate_47630,0.2692691811350804
Candidate_8502,0.15813169580121933
Candidate_29682,0.22180926617997926
Candidate_20070,0.1354694591425068
Candidate_27229,0.13268465312953312
Candidate_7381,0.3845307027790104
Candidate_31137,0.12012192117804396
Candidate_17474,0.13269541064884796
Candidate_16342,0.6042540496559314
Candidate_16295,0.282175778165008
Candidate_23535,0.17623461056726447
Candidate_43108,0.12769269866683658
Candidate_25361,0.3257894132857746
Candidate_27438,0.17702230689981518
Candidate_22001,0.027734556460931543
Candidate_22706,0.6303618640506531
Candidate_9435,0.18019394808154104
Candidate_4270,0.48196326488589813
Candidate_40738,0.08252558878567874
Candidate_51806,0.7618528001584309
Candidate_35246,0.12794504998678147
Candidate_22334,0.7061214265020833
Candidate_32263,0.5207764323365506
Candidate_25470,0.4158497650422855
Candidate_41368,0.13816781772709127
Candidate_5906,0.5299169857461381
Candidate_54850,0.3246650495627008
Candidate_31835,0.06094659591192804
Candidate_30338,0.3927064578192303
Candidate_49805,0.09083606537390822
Candidate_33461,0.25746742965120695
Candidate_50675,0.5538766955324289
Candidate_39672,0.0804906213770687
Candidate_20354,0.5061850712877441
Candidate_46050,0.16669876961116922
Candidate_22026,0.10726435546057282
Candidate_45085,0.05027996817361217
Candidate_44447,0.007667699526761127
Candidate_48857,0.5768068541373341
Candidate_36099,0.26069135390081266
Candidate_35299,0.2291523605353681
Candidate_20540,0.5231363314775833
Candidate_51119,0.12537287223256968
Candidate_25208,0.08508071475293988
Candidate_14371,0.22275524471524172
Candidate_1791,0.5772412673755168
Candidate_28686,0.07145448375428128
Candidate_18120,0.13018303833367983
Candidate_44017,0.15103410068515416
Candidate_9182,0.5932697774672926
Candidate_53953,0.49192894471011567
Candidate_30179,0.30625451966722117
Candidate_27523,0.583636963662895
Candidate_4850,0.4600824026030589
Candidate_53930,0.14280340886129883
Candidate_46666,0.5429687336103002
Candidate_312,0.5880825273128883
Candidate_51882,0.08775570538374461
Candidate_30744,0.07158019548282014
Candidate_41011,0.28647041034085485
Candidate_26947,0.3033945296393668
Candidate_18377,0.2317530008960186
Candidate_8410,0.1062725655099631
Candidate_38116,0.6770103278920547
Candidate_8531,0.16691498699071175
Candidate_27496,0.034264142135742935
Candidate_33792,0.06893244810801297
Candidate_33406,0.021840952680287257
Candidate_37288,0.09363662366040831
Candidate_45098,0.5980468710977034
Candidate_49606,0.1254199950696867
Candidate_39438,0.4460189745420057
Candidate_28460,0.19902955783398024
Candidate_40539,0.34600843824487143
Candidate_42473,0.009812615247014744
Candidate_24131,0.35282894630061806
Candidate_11764,0.3203412341378821
Candidate_22541,0.1858077986867358
Candidate_49557,0.04371644683868699
Candidate_3609,0.5056433756727721
Candidate_8155,0.47709174387373565
Candidate_10988,0.34234268258665973
Candidate_46215,0.24330108794200192
Candidate_29162,0.04487703691651801
Candidate_43227,0.4379100604385739
Candidate_40335,0.10167556711159183
Candidate_37138,0.1279228194584208
Candidate_45306,0.2747842155035088
Candidate_46609,0.09323703489034524
Candidate_11631,0.43791641645697854
Candidate_28429,0.09412497385088346
Candidate_13767,0.11919215287456986
Candidate_30611,0.5489354688285959
Candidate_54760,0.5844939766075136
Candidate_14466,0.20842552182020743
Candidate_28133,0.05935591878063617
Candidate_5542,0.23943892341336606
Candidate_27964,0.20017357868937882
Candidate_43736,0.26662583184722716
Candidate_36880,0.02053058789202638
Candidate_26108,0.377513160879535
Candidate_1881,0.5296042866813538
Candidate_97,0.21194478010769083
Candidate_23089,0.6572772984759024
Candidate_5113,0.35217409959930207
Candidate_25751,0.13213593332189721
Candidate_32534,0.1007089595954191
Candidate_29587,0.46614909045286995
Candidate_13906,0.11637920472210685
Candidate_18525,0.15009267091340212
Candidate_30683,0.11689794146539628
Candidate_44445,0.11393547801700404
Candidate_23655,0.26304223137895827
Candidate_21239,0.26258262787619413
Candidate_29859,0.1881207206691561
Candidate_46054,0.05940980710721959
Candidate_24736,0.19897069088921568
Candidate_51268,0.3189635469702371
Candidate_4344,0.503830857248942
Candidate_18151,0.42872935669669354
Candidate_50506,0.4150693981841552
Candidate_8821,0.3662662851863514
Candidate_21666,0.20630534837918219
Candidate_35352,0.2926925468135308
Candidate_42980,0.028211708442509528
Candidate_30178,0.31116334378849936
Candidate_28379,0.583698082432133
Candidate_25204,0.33597873202463907
Candidate_9873,0.38731219302411446
Candidate_37994,0.16650954957520822
Candidate_50572,0.19431200587485553
Candidate_25706,0.5820487487488538
Candidate_17310,0.27645071680698147
Candidate_39447,0.7236484202430062
Candidate_43566,0.20208692572842557
Candidate_19868,0.4783152335118069
Candidate_24730,0.09047182021655065
Candidate_31995,0.0798101881065733
Candidate_53795,0.0724952713140513
Candidate_41687,0.1226357333736982
Candidate_10330,0.5547246298790759
Candidate_47371,0.00979803616534747
Candidate_29979,0.07252729667163108
Candidate_27678,0.31371069579039895
Candidate_53714,0.6976067545217051
Candidate_15710,0.07498084771416648
Candidate_46803,0.08682680419009799
Candidate_16882,0.16981099132170696
Candidate_3973,0.2820052779797511
Candidate_37447,0.17984161102089444
Candidate_25627,0.5551985931592119
Candidate_52408,0.4882337131394983
Candidate_1590,0.49849495000782507
Candidate_26194,0.37045304627745457
Candidate_9617,0.4877211613590602
Candidate_45791,0.037492159798338504
Candidate_31296,0.12428250158129732
Candidate_28764,0.4681050596410278
Candidate_49847,0.07333821235547724
Candidate_36939,0.23397305296559878
Candidate_8068,0.4276550439337355
Candidate_47926,0.40410622174239047
Candidate_29733,0.1064640355096899
Candidate_38589,0.3232510475581861
Candidate_42232,0.12880423911870512
Candidate_53039,0.1620976692436274
Candidate_22435,0.0055925781552504505
Candidate_2952,0.07211591254590023
Candidate_14334,0.008874430251090823
Candidate_35428,0.34237892213143767
Candidate_26457,0.1518379616616653
Candidate_25095,0.24257421015568137
Candidate_49192,0.14190204616353716
Candidate_25936,0.14893525065453733
Candidate_47120,0.040014741300725416
Candidate_39930,0.23000668242520783
Candidate_4273,0.2309931207424109
Candidate_21615,0.1325611965312732
Candidate_8196,0.4953773188773326
Candidate_4343,0.29069025519955893
Candidate_2750,0.5350609729891673
Candidate_3437,0.23198149194193338
Candidate_35570,0.8312542168221216
Candidate_11364,0.7667725483960994
Candidate_16874,0.08226607464839367
Candidate_10206,0.34671290155123324
Candidate_25192,0.47221708240475
Candidate_53538,0.12140797666225309
Candidate_52091,0.08475108757086011
Candidate_28715,0.1596960438135842
Candidate_51548,0.4793130338282516
Candidate_44831,0.31646992467005897
Candidate_4463,0.5800447037289983
Candidate_35255,0.41574969483683083
Candidate_17386,0.7199647194651615
Candidate_47089,0.0726510958680585
Candidate_2408,0.40259216193280467
Candidate_41539,0.06748366617204936
Candidate_30151,0.10396401273431966
Candidate_30354,0.22964329274519293
Candidate_30800,0.09387301954286376
Candidate_35251,0.07649435791997589
Candidate_41382,0.10787679192100767
Candidate_451,0.2959220044326266
Candidate_16947,0.0959996738672645
Candidate_40355,0.7281921876392458
Candidate_17669,0.11979780134354792
Candidate_53397,0.35038741914639493
Candidate_42800,0.01531451847030132
Candidate_13827,0.11708497069089498
Candidate_43511,0.1445080656389528
Candidate_51686,0.13827851906487584
Candidate_4413,0.35909461010541316
Candidate_19713,0.036868422691778896
Candidate_9474,0.09011761846473541
Candidate_6111,0.19150747048513633
Candidate_19286,0.05593371745380075
Candidate_15048,0.03278523533116869
Candidate_12406,0.1225845160616191
Candidate_19346,0.05832267432258742
Candidate_22352,0.03945157286204079
Candidate_50021,0.26464347552545864
Candidate_30655,0.15592233777820597
Candidate_11035,0.4260544680242691
Candidate_40188,0.16045652996085205
Candidate_578,0.19117709000751726
Candidate_30102,0.21012711345720494
Candidate_46637,0.310259421000643
Candidate_2565,0.2042024810171092
Candidate_50652,0.1659227519178101
Candidate_7618,0.15719383986081512
Candidate_53313,0.2915354599716742
Candidate_29409,0.19020393537884772
Candidate_14898,0.01142622560395875
Candidate_23163,0.04721090160051949
Candidate_21008,0.3514876127850594
Candidate_8521,0.4100738991980775
Candidate_50637,0.6356113183744779
Candidate_39114,0.14774287364671124
Candidate_39402,0.38063462804029985
Candidate_25128,0.012737485173247572
Candidate_33364,0.2932617779285061
Candidate_44320,0.01760537481735823
Candidate_31791,0.022401636515905
Candidate_36984,0.0968446544976066
Candidate_50048,0.1890060014324299
Candidate_35986,0.03640086486879434
Candidate_40161,0.24199905027222543
Candidate_13657,0.14239362655216684
Candidate_20151,0.026020001774806508
Candidate_52688,0.5623578730287268
Candidate_438,0.397443464492529
Candidate_28187,0.0569967568592367
Candidate_16209,0.4972702020379593
Candidate_46120,0.0973659719506481
Candidate_22533,0.19628933827223496
Candidate_14628,0.3913740237718233
Candidate_16036,0.163294094837404
Candidate_3464,0.16043487284695174
Candidate_43209,0.2003024969350906
Candidate_47117,0.24270001836133293
Candidate_8204,0.3721847135860907
Candidate_8394,0.12729688734457373
Candidate_2199,0.29648958036088985
Candidate_10846,0.7542618216010946
Candidate_54834,0.2478521725027794
Candidate_54487,0.5033576815526855
Candidate_53735,0.6607822688010321
Candidate_38206,0.24070290466357638
Candidate_23002,0.3960465788903233
Candidate_50964,0.5167280463935522
Candidate_44382,0.12980741585388317
Candidate_48681,0.06000556160672798
Candidate_21555,0.14029513921272274
Candidate_34348,0.22736375828703181
Candidate_48424,0.4418185249144661
Candidate_19268,0.12809286586701193
Candidate_36901,0.09519501057496568
Candidate_43781,0.38113344468918275
Candidate_36769,0.7771092278665863
Candidate_9388,0.5483743642031581
Candidate_6347,0.16400564916481902
Candidate_3090,0.26346426354916685
Candidate_43467,0.19184432299929363
Candidate_17366,0.22678190431523632
Candidate_21873,0.16982974603023687
Candidate_44262,0.05838385391906888
Candidate_29822,0.3073427808836193
Candidate_9701,0.7727999762531935
Candidate_18867,0.27280773192492014
Candidate_38457,0.6404737139785
Candidate_52689,0.2806941614837474
Candidate_8127,0.4733584384967815
Candidate_15919,0.17823225430218337
Candidate_53152,0.355824462522456
Candidate_456,0.211868178886628
Candidate_12053,0.09235884935660466
Candidate_2296,0.36960097335056663
Candidate_11464,0.24741333945678867
Candidate_3375,0.421465036497542
Candidate_37611,0.06515873294528739
Candidate_13490,0.28468479691717125
Candidate_18765,0.027271743299386024
Candidate_25797,0.6267145696953775
Candidate_25657,0.041487199360017636
Candidate_15520,0.3303221350983506
Candidate_1989,0.24748019786101513
Candidate_11106,0.5688068622229943
Candidate_46739,0.10689373492999724
Candidate_53549,0.17726205712522575
Candidate_36461,0.13953728438138285
Candidate_6400,0.4874447171810011
Candidate_24615,0.17666801521345177
Candidate_6915,0.8151504051914858
Candidate_33799,0.049868867875262686
Candidate_36194,0.3902581941805287
Candidate_35839,0.08533753079882914
Candidate_2580,0.3665935330862337
Candidate_48684,0.19309831688853796
Candidate_19499,0.09101149024503792
Candidate_27194,0.08732004972351855
Candidate_19444,0.3660957693173875
Candidate_28279,0.6140986714269335
Candidate_50725,0.2898785708962378
Candidate_3565,0.6468795863613275
Candidate_3337,0.36120023951055186
Candidate_39038,0.3248035940602761
Candidate_54922,0.5698521753454654
Candidate_13023,0.15610041410957667
Candidate_18883,0.04394092185476065
Candidate_11850,0.2094679861540787
Candidate_14553,0.3515405679578135
Candidate_46421,0.23284254206302266
Candidate_37809,0.1659064056518743
Candidate_21832,0.4368665787705178
Candidate_6526,0.42267212174293733
Candidate_52830,0.013433011307400334
Candidate_15417,0.09534996453541339
Candidate_4593,0.0986043996679946
Candidate_34030,0.052288064316566844
Candidate_24406,0.0593092696013417
Candidate_37619,0.2818692256745363
Candidate_16782,0.09840799928058214
Candidate_35685,0.05059281071230964
Candidate_53186,0.13758623567423517
Candidate_23555,0.5928761203398307
Candidate_10603,0.10586023009222642
Candidate_33897,0.04436095993492759
Candidate_51840,0.6554860646216358
Candidate_30375,0.596297371001838
Candidate_26509,0.19228265036192463
Candidate_20938,0.6041774548513119
Candidate_11435,0.3721263672059869
Candidate_54713,0.3968216696173224
Candidate_26361,0.6727740128236228
Candidate_37323,0.14027695914869137
Candidate_10884,0.6333740559961033
Candidate_53619,0.33992811361497793
Candidate_44704,0.1345191886319662
Candidate_17515,0.0821203781093557
Candidate_33911,0.2279822268460746
Candidate_42003,0.5753720532154833
Candidate_24747,0.12094262551002144
Candidate_20323,0.5411609863859529
Candidate_19095,0.2874456497561853
Candidate_49838,0.186981560647791
Candidate_8134,0.5097177394528447
Candidate_4700,0.5756234260710009
Candidate_54511,0.2628099062839503
Candidate_3370,0.1582711293142764
Candidate_36176,0.4569793500143777
Candidate_53868,0.2827726840832016
Candidate_28528,0.24865076744454803
Candidate_31678,0.7192793086381526
Candidate_1909,0.14666742245594497
Candidate_14915,0.04307495561644278
Candidate_45178,0.11847858908428996
Candidate_6601,0.7749830806648159
Candidate_28798,0.20416118208666653
Candidate_29815,0.67685113392437
Candidate_33151,0.2640374712597298
Candidate_3692,0.3476047708780983
Candidate_2916,0.48584138785389563
Candidate_19984,0.022123190341626423
Candidate_28472,0.1486473821198897
Candidate_39216,0.13835720416268824
Candidate_49912,0.1900886746082511
Candidate_22742,0.2345781604986399
Candidate_41515,0.26021990809656564
Candidate_38119,0.13032010075443612
Candidate_53561,0.11519664217392499
Candidate_5336,0.38474723874580863
Candidate_33319,0.2827406505614998
Candidate_26081,0.034260837574636736
Candidate_39798,0.35354201664948626
Candidate_6771,0.1524901385500396
Candidate_4603,0.3664932734075963
Candidate_15452,0.09740569955775377
Candidate_10243,0.30321456579839895
Candidate_895,0.3226802087290869
Candidate_34239,0.04584690003782648
Candidate_7537,0.3667437063654347
Candidate_23373,0.1479365476057922
Candidate_16079,0.271279806388835
Candidate_24569,0.44613797767317687
Candidate_36356,0.318714543000625
Candidate_36952,0.008986044298271661
Candidate_3381,0.1888234851350063
Candidate_11072,0.21456106380254625
Candidate_34660,0.17276816747713455
Candidate_20503,0.1757546567403421
Candidate_6234,0.14519930345813234
Candidate_20955,0.016124893033964662
Candidate_43244,0.6839912503838541
Candidate_45949,0.07532940606666703
Candidate_53762,0.4556248414307551
Candidate_41143,0.42551763421694294
Candidate_23380,0.214059898967321
Candidate_54568,0.8677447580941903
Candidate_43928,0.39275288692443683
Candidate_45489,0.28494537081239607
Candidate_41520,0.47578975485207375
Candidate_18936,0.048347608415287936
Candidate_51279,0.6451722310691478
Candidate_12700,0.29744195415600083
Candidate_19705,0.20532593586713332
Candidate_32135,0.14691532035254787
Candidate_7340,0.2227403208022022
Candidate_25001,0.49758042028194094
Candidate_46286,0.25080049640011864
Candidate_43382,0.18456871278256234
Candidate_44291,0.2739793132678946
Candidate_21581,0.033445600433138684
Candidate_50134,0.32795602923994294
Candidate_32098,0.2642692544828802
Candidate_25623,0.15216260829667622
Candidate_1459,0.47851473706023295
Candidate_5383,0.20193576138194907
Candidate_48771,0.021807058521212806
Candidate_36190,0.11865756718285762
Candidate_5117,0.28246431770364594
Candidate_42580,0.24821690007273367
Candidate_38801,0.23482556252711076
Candidate_36102,0.23967953120702323
Candidate_40633,0.2518689797776783
Candidate_46624,0.04177875806963643
Candidate_29347,0.08308856542899755
Candidate_12663,0.14370167852835003
Candidate_53805,0.21768446316271337
Candidate_30440,0.05606207588746839
Candidate_30078,0.07792648297398974
Candidate_27571,0.3744588346783006
Candidate_53513,0.6305483976024628
Candidate_45672,0.26750115244966394
Candidate_53440,0.8589552606705981
Candidate_14170,0.27533249778897917
Candidate_52542,0.32746563071500767
Candidate_43717,0.19775455087588814
Candidate_47965,0.13602102388596776
Candidate_15736,0.12700107778103825
Candidate_39613,0.10340079540268533
Candidate_47082,0.054245680368373475
Candidate_33720,0.06819011079113456
Candidate_13347,0.03593020743671665
Candidate_22943,0.4530207562179896
Candidate_52517,0.605753287334382
Candidate_18969,0.3852929999094985
Candidate_36201,0.15009781819706228
Candidate_48724,0.10974382496710507
Candidate_42328,0.05837578690439385
Candidate_35432,0.0792505356605232
Candidate_39739,0.32111567835786897
Candidate_44053,0.350253652037839
Candidate_18282,0.03989754828014388
